"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="7188WC","BTM-WC","102","","","0.010","","-","-","0.020","0.005","0","","-","735110","50%","","","","Active","Real Time"
="7191","ADVENTA","162","0.165","0.165","0.165","-","0.175","0.165","0.335","0.150","3428","","48","165775","45%","-0.003","0.69","24.29","Active","Real Time"
="7192","GIIB","102","","","0.065","","-","-","0.090","0.050","0","","-","151100","60%","","-2.09","","Active","Real Time"
="7192WA","GIIB-WA","102","","","0.005","","-","-","0.015","0.005","0","","-","394290","40%","","","","Active","Real Time"
="7195","BNASTRA","103","2.230","2.270","2.220","+0.050","2.270","2.230","2.230","1.350","32922","1.32%","57","2548215","90%","0.083","10.44","27.45","Active","Real Time"
="7195CA","BNASTRA-CA","303","0.195","0.205","0.180","+0.025","0.205","0.190","0.190","0.080","3422","","84","-","0%","","","","Active","Real Time"
="7197","GESHEN","102","1.600","1.610","1.610","-","1.610","1.590","5.200","1.340","3816","","74","453030","50%","","9.37","50.70","Active","Real Time"
="7198","DPS","120","0.485","0.480","0.480","-","0.485","0.470","0.600","0.350","343","","3","125050","50%","0.004","0.14","483.15","Active","Real Time"
="7198WC","DPS-WC","120","0.015","0.015","0.015","-","0.015","0.015","0.080","0.010","2500","","100","689865","50%","-0.001","","","Active","Real Time"
="7199","KEINHIN","102","1.070","1.070","1.070","-","1.070","1.050","1.520","0.995","25","2.34%","58","42375","46%","-0.027","11.14","7.41","Active","Real Time"
="7200","TEKSENG","101","0.235","0.245","0.235","+0.010","0.245","0.235","0.290","0.220","4278","2.04%","100","121160","60%","","2.34","9.08","Active","Real Time"
="7201","PICORP","102","0.040","0.040","0.035","+0.005","0.040","0.035","0.070","0.020","90","","44","195015","56%","","-0.61","6.68","Active","Real Time"
="7202","HEXRTL","101","0.480","0.475","0.480","-0.005","0.485","0.465","0.515","0.395","8780","","92","659710","60%","0.004","0.36","223.12","Active","Real Time"
="7202WA","HEXRTL-WA","101","0.045","0.050","0.040","+0.010","0.050","0.045","0.195","0.020","5568","","61","184725","80%","-0.002","","","Active","Real Time"
="7203","WANGZNG","101","","","0.405","","-","-","0.640","0.345","0","","-","14080","40%","-0.004","0.70","58.14","Active","Real Time"
="7204","D&O","105","1.460","1.450","1.470","-0.020","1.460","1.440","2.460","0.985","27437","0.21%","25","5960345","69%","0.088","3.01","42.00","Active","Real Time"
="720413","D&O-C13","305","","","0.005","","-","-","0.050","0.005","0","","-","-","29%","","","","Active","Real Time"
="720415","D&O-C15","305","","","-","","-","-","0.085","0.005","0","","-","208350","45%","-0.007","","","Suspended","Real Time"
="720416","D&O-C16","305","0.055","0.050","0.060","-0.010","0.055","0.050","0.170","0.010","1400","","46","1143985","56%","0.007","","","Active","Real Time"
="720417","D&O-C17","305","","","0.045","","-","-","0.045","0.020","0","","-","-","56%","","","","Active","Real Time"
="720418","D&O-C18","305","","","0.140","","-","-","0.145","0.065","0","","-","173880","66%","","","","Active","Real Time"
="720419","D&O-C19","305","","","0.255","","-","-","0.295","0.085","0","","-","150910","70%","","","","Active","Real Time"
="720420","D&O-C20","305","0.105","0.105","0.115","-0.010","0.105","0.105","0.135","0.055","150","","-","2786540","65%","","","","Active","Real Time"
="720421","D&O-C21","305","0.190","0.180","0.195","-0.015","0.190","0.180","0.225","0.090","642","","7","-","82%","","","","Active","Real Time"
="720422","D&O-C22","305","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="720423","D&O-C23","305","","","0.080","","-","-","0.080","0.080","0","","-","-","0%","","","","Active","Real Time"
="7207","SUCCESS","102","0.650","0.650","0.645","+0.005","0.650","0.640","0.815","0.565","707","4.77%","2","109945","59%","-0.001","4.50","16.63","Active","Real Time"
="7208","EURO","101","0.045","0.050","0.045","+0.005","0.050","0.045","0.070","0.045","356","","-","369645","44%","","-0.52","","Active","Real Time"
="7209","CHEETAH","101","0.125","0.130","0.125","+0.005","0.135","0.125","0.150","0.070","72422","","66","1153985","86%","0.010","-3.44","","Active","Real Time"
="7210","FM","164","0.555","0.560","0.555","+0.005","0.560","0.555","0.635","0.525","1400","8.04%","30","81090","33%","","5.57","8.90","Active","Real Time"
="7211","TAFI","101","0.515","0.520","0.530","-0.010","0.520","0.515","0.600","0.490","301","","-","66265","48%","","4.39","11.83","Active","Real Time"
="7211WA","TAFI-WA","101","0.040","0.060","0.040","+0.020","0.060","0.040","0.105","0.040","155","","90","28710","50%","-0.003","","","Active","Real Time"
="7212","DESTINI","102","0.435","0.435","0.435","-","0.435","0.430","0.510","0.245","2908","","48","525830","36%","-0.005","6.10","7.00","Active","Real Time"
="7212WB","DESTINI-WB","102","0.085","0.085","0.090","-0.005","0.090","0.085","0.135","0.060","2500","","13","398870","40%","-0.001","","","Active","Real Time"
="7214","ARANK","102","0.435","0.450","0.430","+0.020","0.455","0.435","0.535","0.410","631","5.00%","85","12870","50%","-0.001","6.67","9.10","Active","Real Time"
="7215","NIHSIN","101","0.105","0.105","0.110","-0.005","0.110","0.105","0.125","0.085","9006","","24","159185","50%","-0.002","-1.40","","Active","Real Time"
="7215PA","NIHSIN-PA","101","","","0.015","","-","-","0.020","0.005","0","","-","275605","50%","","","","Active","Real Time"
="7216","KAWAN","101","1.110","1.100","1.090","+0.010","1.150","1.090","1.760","0.990","7848","6.36%","46","332925","71%","","8.79","12.63","Active","Real Time"
="7217","EMETALL","102","","","0.215","","-","-","0.345","0.195","0","","-","34165","39%","-0.007","1.06","25.00","Active","Real Time"
="7218","ARKA","164","0.650","0.650","0.650","-","0.650","0.650","1.900","0.650","22","","100","16120","13%","-0.106","-11.01","","Active","Real Time"
="7219","AIZO","102","0.065","0.065","0.065","-","0.065","0.060","0.160","0.060","2851","","57","1865280","50%","-0.001","-0.39","","Active","Real Time"
="7219PA","AIZO-PA","102","0.020","0.020","0.020","-","0.020","0.020","0.065","0.015","1000","","100","231065","50%","","","","Active","Real Time"
="7221","BSLCORP","102","0.020","0.020","0.020","-","0.020","0.020","0.035","0.015","2126","","100","458800","43%","","-1.97","","Active","Real Time"
="7221WB","BSLCORP-WB","102","","","0.005","","-","-","0.005","0.005","0","","-","124275","100%","","","","Active","Real Time"
="7222","IMASPRO","102","","","0.840","","-","-","1.060","0.740","0","","-","31740","69%","0.010","7.93","10.59","Active","Real Time"
="7223","JADI","101","0.015","0.020","0.015","+0.005","0.025","0.015","0.050","0.010","31355","","91","232400","50%","","-1.72","","Active","Real Time"
="7223WB","JADI-WB","101","0.005","0.005","0.005","-","0.005","0.005","0.015","0.005","11851","","100","342575","33%","","","","Active","Real Time"
="7225","PA","102","0.160","0.155","0.160","-0.005","0.160","0.155","0.345","0.140","45336","6.45%","20","3275680","50%","-0.001","1.86","8.33","Active","Real Time"
="7226","WATTA","102","","","0.540","","-","-","0.660","0.350","0","","-","65760","67%","0.010","-1.64","","Active","Real Time"
="7227","UMSNGB","102","0.915","0.915","0.930","-0.015","0.915","0.915","1.080","0.850","88","3.28%","-","12550","48%","0.002","6.57","14.13","Active","Real Time"
="7228","T7GLOBAL","161","0.230","0.235","0.230","+0.005","0.240","0.230","0.550","0.225","78812","","61","3388595","40%","-0.004","5.73","4.81","Active","Real Time"
="7228WC","T7GLOBAL-WC","161","0.040","0.030","0.040","-0.010","0.045","0.030","0.210","0.030","700","","-","45095","46%","-0.003","","","Active","Real Time"
="7228WD","T7GLOBAL-WD","161","","","0.035","","-","-","0.130","0.030","0","","-","73395","50%","-0.001","","","Active","Real Time"
="7229","FAVCO","102","1.600","1.600","1.620","-0.020","1.600","1.600","1.920","1.500","150","5.62%","-","24005","43%","-0.013","22.21","5.85","Active","Real Time"
="7230","TOMEI","101","1.820","1.810","1.810","-","1.820","1.790","1.990","1.420","819","","52","146000","70%","0.039","42.93","4.07","Active","Real Time"
="7231","WELLCAL","102","1.280","1.280","1.280","-","1.290","1.280","1.650","1.270","2325","6.41%","42","98630","42%","-0.005","9.42","13.59","Active","Real Time"
="7232","RESINTC","102","0.525","0.535","0.535","-","0.535","0.525","0.750","0.500","161","","38","102635","40%","-0.002","5.81","8.25","Active","Real Time"
="7232WB","RESINTC-WB","102","0.130","0.145","0.145","-","0.145","0.130","0.280","0.115","1945","","48","97420","50%","-0.003","","","Active","Real Time"
="7233","DUFU","102","1.610","1.560","1.620","-0.060","1.620","1.540","1.960","0.890","37027","2.24%","44","3577590","89%","0.096","4.20","37.81","Active","Real Time"
="7233C1","DUFU-C1","302","0.195","0.175","0.205","-0.030","0.195","0.175","0.205","0.055","6172","","32","2236835","91%","0.023","","","Active","Real Time"
="7233CZ","DUFU-CZ","302","","","0.005","","-","-","0.035","0.005","0","","-","-","42%","","","","Active","Real Time"
="7234","LOTUSCIR","101","0.310","0.310","0.310","-","0.310","0.310","0.520","0.290","1","","100","138870","45%","-0.010","3.23","7.07","Active","Real Time"
="7235","SUPERLN","102","0.750","0.770","0.750","+0.020","0.770","0.730","1.100","0.665","1519","3.57%","82","33025","43%","-0.008","7.81","9.95","Active","Real Time"
="7237","PWROOT","101","1.300","1.330","1.280","+0.050","1.340","1.300","1.620","1.250","678","4.89%","70","49595","52%","-0.003","7.20","17.08","Active","Real Time"
="7239","SCNWOLF","102","","","0.480","","-","-","0.555","0.425","0","","-","14320","45%","-0.004","-5.47","","Active","Real Time"
="7239LA","SCNWOLF-LA","502","","","0.275","","-","-","0.465","0.275","0","","-","49170","26%","-0.016","","","Active","Real Time"
="7239WA","SCNWOLF-WA","102","0.175","0.175","0.175","-","0.175","0.175","0.250","0.140","200","","-","63385","29%","-0.010","","","Active","Real Time"
="7240","IHB","103","0.165","0.160","0.165","-0.005","0.165","0.160","0.195","0.060","6298","","7","1150995","56%","0.010","-1.79","","Active","Real Time"
="7241","NGGB","102","0.795","0.800","0.800","-","0.800","0.790","0.930","0.715","11972","","86","1252895","30%","-0.010","2.45","35.24","Active","Real Time"
="7243","MAGMA","101","0.320","0.320","0.315","+0.005","0.330","0.315","0.525","0.200","110793","","62","25731935","53%","-0.016","-4.50","","Active","Real Time"
="7245","CITAGLB","102","0.805","0.810","0.810","-","0.820","0.800","0.960","0.685","2595","1.23%","58","257010","18%","-0.001","3.54","23.71","Active","Real Time"
="7245PA","CITAGLB-PA","102","","","0.640","","-","-","1.000","0.640","0","","-","8080","10%","-0.180","","","Active","Real Time"
="7245WB","CITAGLB-WB","102","","","0.400","","-","-","0.550","0.230","0","","-","4345","61%","-0.009","","","Active","Real Time"
="7245WC","CITAGLB-WC","102","0.155","0.155","0.155","-","0.155","0.155","0.250","0.095","99","","6","41390","30%","-0.004","","","Active","Real Time"
="7246","SIGN","101","1.380","1.370","1.360","+0.010","1.380","1.370","1.680","1.170","284","8.03%","41","297305","42%","","13.10","7.31","Active","Real Time"
="7247","SCGM","102","0.535","0.545","0.535","+0.010","0.545","0.535","0.710","0.515","251","","5","66550","40%","-0.008","-1.59","","Active","Real Time"
="7248","SLP","102","0.820","0.820","0.820","-","0.820","0.820","0.930","0.800","60","5.79%","100","8555","41%","-0.006","4.43","18.51","Active","Real Time"
="7249","SKYGATE","120","0.765","0.770","0.765","+0.005","0.770","0.765","1.060","0.460","1719","","70","170170","79%","0.020","1.84","54.74","Active","Real Time"
="7250","UZMA","161","0.515","0.540","0.510","+0.030","0.540","0.515","1.060","0.315","58677","3.70%","58","2872935","75%","0.031","12.21","5.69","Active","Real Time"
="7252","TEOSENG","101","0.970","0.990","0.970","+0.020","0.995","0.970","2.670","0.825","15816","11.62%","75","395975","53%","","30.97","3.24","Active","Real Time"
="7252CE","TEOSENG-CE","301","0.030","0.025","0.025","-","0.030","0.025","0.110","0.025","510","","100","63465","37%","-0.006","","","Active","Real Time"
="7253","HANDAL","161","0.035","0.035","0.040","-0.005","0.035","0.035","0.075","0.035","30","","-","1129575","43%","-0.002","0.48","","Active","Real Time"
="7253WB","HANDAL-WB","161","","","0.010","","-","-","0.030","0.005","0","","-","107000","50%","","","","Active","Real Time"
="7277","DIALOG","161","1.870","1.880","1.880","-","1.900","1.870","2.290","1.130","46744","1.65%","60","6626245","54%","0.025","5.38","34.27","Active","Real Time"
="72771W","DIALOG-C1W","361","0.020","0.020","0.020","-","0.020","0.020","0.100","0.005","9385","","80","1011425","40%","","","","Active","Real Time"
="72771Z","DIALOG-C1Z","361","","","0.135","","-","-","0.135","0.010","0","","-","183420","75%","0.020","","","Active","Real Time"
="72772A","DIALOG-C2A","361","","","0.050","","-","-","0.080","0.010","0","","-","430615","52%","0.004","","","Active","Real Time"
="72772B","DIALOG-C2B","361","","","-","","-","-","0.130","0.030","0","","-","313925","75%","0.017","","","Suspended","Real Time"
="72772C","DIALOG-C2C","361","","","0.100","","-","-","0.120","0.030","0","","-","398130","62%","","","","Active","Real Time"
="72772D","DIALOG-C2D","361","","","0.030","","-","-","0.070","0.025","0","","-","992500","37%","0.001","","","Active","Real Time"
="72772E","DIALOG-C2E","361","","","0.080","","-","-","0.080","0.030","0","","-","-","0%","","","","Active","Real Time"
="72772F","DIALOG-C2F","361","","","0.155","","-","-","0.160","0.070","0","","-","1537085","78%","0.016","","","Active","Real Time"
="72772G","DIALOG-C2G","361","","","0.255","","-","-","0.280","0.145","0","","-","102735","61%","0.028","","","Active","Real Time"
="72772H","DIALOG-C2H","361","","","0.065","","-","-","0.070","0.050","0","","-","-","0%","","","","Active","Real Time"
="72772I","DIALOG-C2I","361","","","0.145","","-","-","0.150","0.145","0","","-","-","0%","","","","Active","Real Time"
="72772J","DIALOG-C2J","361","0.125","0.125","0.125","-","0.125","0.125","0.135","0.095","300","","-","-","0%","","","","Active","Real Time"
="72772K","DIALOG-C2K","361","","","0.070","","-","-","0.080","0.070","0","","-","-","0%","","","","Active","Real Time"
="72772L","DIALOG-C2L","361","","","0.090","","-","-","0.100","0.090","0","","-","-","0%","","","","Active","Real Time"
="72772M","DIALOG-C2M","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="72772N","DIALOG-C2N","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="7285","TOMYPAK","102","0.270","0.280","0.275","+0.005","0.280","0.270","0.360","0.255","630","","87","775905","50%","0.001","-4.47","","Active","Real Time"
="7293","YINSON","161","2.440","2.390","2.440","-0.050","2.440","2.390","2.820","1.730","22477","1.67%","30","4328580","49%","0.019","20.60","8.06","Active","Real Time"
="729342","YINSON-C42","361","0.020","0.015","0.020","-0.005","0.020","0.015","0.080","0.010","82816","","52","1913590","40%","-0.003","","","Active","Real Time"
="729343","YINSON-C43","361","","","-","","-","-","0.130","0.020","0","","-","441250","60%","","","","Suspended","Real Time"
="729344","YINSON-C44","361","0.025","0.025","0.030","-0.005","0.025","0.025","0.060","0.015","2000","","-","529575","50%","-0.001","","","Active","Real Time"
="729345","YINSON-C45","361","","","0.315","","-","-","0.385","0.140","0","","-","505630","63%","0.012","","","Active","Real Time"
="729346","YINSON-C46","361","","","0.105","","-","-","0.150","0.105","0","","-","-","38%","","","","Active","Real Time"
="729347","YINSON-C47","361","0.145","0.140","0.150","-0.010","0.145","0.140","0.175","0.130","930","","3","-","0%","","","","Active","Real Time"
="729348","YINSON-C48","361","","","0.080","","-","-","0.110","0.070","0","","-","-","0%","","","","Active","Real Time"
="729349","YINSON-C49","361","0.050","0.050","0.050","-","0.050","0.050","0.095","0.050","16000","","50","-","0%","","","","Active","Real Time"
="729350","YINSON-C50","361","","","0.120","","-","-","0.125","0.120","0","","-","-","0%","","","","Active","Real Time"
="729351","YINSON-C51","361","0.095","0.095","0.100","-0.005","0.095","0.095","0.120","0.085","17816","","3","857035","43%","","","","Active","Real Time"
="729352","YINSON-C52","361","","","0.090","","-","-","0.090","0.075","0","","-","-","0%","","","","Active","Real Time"
="7315","AHB","101","0.030","0.035","0.030","+0.005","0.035","0.030","0.050","0.025","5325","","34","3076545","50%","","-0.80","","Active","Real Time"
="7315WC","AHB-WC","101","","","0.015","","-","-","0.020","0.005","0","","-","539210","57%","","","","Active","Real Time"
="7323","KEN","120","","","0.535","","-","-","0.640","0.400","0","","-","27815","57%","0.010","4.58","12.48","Active","Real Time"
="7374","TIENWAH","102","","","0.830","","-","-","0.930","0.735","0","6.75%","-","28225","57%","0.007","9.81","6.82","Active","Real Time"
="7382","GLBHD","125","0.230","0.230","0.235","-0.005","0.230","0.230","0.340","0.200","10","","-","14530","41%","-0.003","-4.47","","Active","Real Time"
="7412","SHH","101","","","1.280","","-","-","1.550","1.080","0","","-","31000","44%","","-1.15","","Active","Real Time"
="7439","TECGUAN","101","2.170","2.170","2.190","-0.020","2.190","2.150","2.230","1.500","216","","77","35585","84%","0.096","52.85","4.11","Active","Real Time"
="7471","EDEN","165","0.175","0.180","0.175","+0.005","0.185","0.175","0.180","0.135","32202","","90","1027280","80%","0.006","4.37","4.11","Active","Real Time"
="7471WC","EDEN-WC","165","0.035","0.035","0.030","+0.005","0.040","0.030","0.035","0.020","46682","","88","740150","60%","0.001","","","Active","Real Time"
="7498","RALCO","102","0.810","0.810","0.815","-0.005","0.810","0.810","1.180","0.495","7","","-","152390","7%","-0.034","-5.01","","Active","Real Time"
="7501","HARNLEN","125","0.610","0.590","0.610","-0.020","0.610","0.590","0.800","0.350","379","7.63%","95","583900","61%","-0.003","5.75","11.37","Active","Real Time"
="7501WB","HARNLEN-WB","125","","","0.340","","-","-","0.520","0.100","0","","-","20215","41%","-0.001","","","Active","Real Time"
="7528","DKLS","103","","","1.720","","-","-","1.930","1.650","0","1.74%","-","3920","44%","-0.006","30.16","5.46","Active","Real Time"
="7544","QUALITY","102","","","1.010","","-","-","1.300","0.860","0","","-","1880","9%","-0.028","-13.24","","Active","Real Time"
="7579","AWC","102","0.650","0.655","0.650","+0.005","0.670","0.650","1.140","0.500","11279","1.91%","54","939030","85%","0.020","7.60","9.00","Active","Real Time"
="7595","MGB","103","0.460","0.470","0.460","+0.010","0.470","0.460","0.825","0.455","4163","3.47%","80","286610","31%","-0.009","10.16","4.51","Active","Real Time"
="7609","AJIYA","102","2.400","2.410","2.400","+0.010","2.420","2.390","2.480","1.370","6192","","58","786555","52%","0.064","18.97","13.25","Active","Real Time"
="7617","MAGNA","120","","","0.675","","-","-","0.730","0.500","0","","-","30645","58%","0.015","5.27","14.58","Active","Real Time"
="7668","BESHOM","101","0.660","0.680","0.660","+0.020","0.680","0.660","0.910","0.580","299","5.88%","100","23470","50%","0.003","2.96","23.52","Active","Real Time"
="7676","GCAP","164","0.220","0.210","0.215","-0.005","0.220","0.205","0.540","0.210","21333","","68","1163625","36%","-0.007","-4.25","","Active","Real Time"
="7692","MYTECH","102","","","0.305","","-","-","0.500","0.255","0","","-","217830","52%","-0.011","1.17","27.68","Active","Real Time"
="7722","ASIABRN","101","0.485","0.510","0.485","+0.025","0.575","0.485","0.580","0.420","23","3.92%","9","22395","50%","-0.006","1.29","39.60","Active","Real Time"
="7757","UPA","101","0.655","0.655","0.660","-0.005","0.655","0.655","0.795","0.660","150","","-","284490","42%","-0.002","0.75","94.55","Active","Real Time"
="7765","RAPID","120","0.670","0.675","0.680","-0.005","0.680","0.665","1.130","0.515","6277","","74","331740","48%","","26.95","2.50","Active","Real Time"
="7773","EPMB","102","0.380","0.370","0.380","-0.010","0.380","0.370","0.660","0.325","4144","","47","415345","45%","0.006","8.38","5.91","Active","Real Time"
="7803","HEXCARE","162","0.090","0.090","0.090","-","0.095","0.085","0.200","0.080","32894","","86","355190","57%","","-1.33","","Active","Real Time"
="7811","SAPIND","102","","","0.840","","-","-","0.950","0.750","0","4.76%","-","7815","63%","","12.39","6.86","Active","Real Time"
="7854","TIMWELL","102","","","0.340","","-","-","0.535","0.245","0","","-","7340","46%","-0.009","-0.43","","Active","Real Time"
="7889","THRIVEN","120","","","0.080","","-","-","0.160","0.070","0","","-","461845","50%","-0.001","-4.65","","Active","Real Time"
="7935","MILUX","101","0.420","0.450","0.400","+0.050","0.450","0.420","0.580","0.300","1832","","75","61250","50%","-0.006","-0.96","","Active","Real Time"
="7943","MPIRE","101","0.100","0.095","0.095","-","0.100","0.095","0.240","0.080","348","","58","188200","44%","","-5.09","","Active","Real Time"
="7943WC","MPIRE-WC","101","","","0.100","","-","-","0.120","0.030","0","","-","1325970","60%","0.005","","","Active","Real Time"
="7986","CNASIA","102","","","0.065","","-","-","0.090","0.045","0","","-","117815","45%","-0.001","-4.16","","Active","Real Time"
="8044","CFM","102","0.080","0.080","0.080","-","0.080","0.080","0.145","0.080","1830","","-","362965","40%","-0.003","-1.82","","Active","Real Time"
="8044WA","CFM-WA","102","","","0.005","","-","-","0.010","0.005","0","","-","459945","50%","","","","Active","Real Time"
="8052","CGB","102","0.885","0.890","0.890","-","0.890","0.880","0.965","0.805","79683","","56","5367070","67%","0.002","-26.33","","Active","Real Time"
="8052WB","CGB-WB","102","","","0.205","","-","-","0.255","0.180","0","","-","114380","45%","","","","Active","Real Time"
="8079","LEESK","101","0.465","0.465","0.465","-","0.465","0.465","0.580","0.460","1418","5.05%","-","87545","19%","-0.012","3.76","12.39","Active","Real Time"
="8117","PGF","102","1.840","1.840","1.820","+0.020","1.840","1.790","2.310","1.500","4450","1.09%","84","177585","84%","0.054","18.26","10.52","Active","Real Time"
="8117PA","PGF-PA","102","","","0.990","","-","-","1.600","0.990","0","","-","9070","37%","-0.014","","","Active","Real Time"
="8125","SCIPACK","102","","","1.400","","-","-","1.990","1.310","0","1.79%","-","10620","59%","0.001","7.67","18.55","Active","Real Time"
="8133","BHIC","164","0.280","0.280","0.260","+0.020","0.280","0.280","0.485","0.210","10","0.11%","-","27440","54%","-0.002","1.34","20.88","Active","Real Time"
="8141","MJPERAK","120","0.115","0.115","0.115","-","0.115","0.115","0.250","0.085","1010","","-","40920","58%","-0.001","-1.74","","Active","Real Time"
="8176","WAVEFRNT","102","0.250","0.255","0.250","+0.005","0.260","0.245","0.385","0.215","34751","","90","2929490","55%","","-0.36","","Active","Real Time"
="8192","MERCURY","103","","","0.810","","-","-","1.050","0.725","0","","-","7365","56%","-0.012","7.40","12.04","Active","Real Time"
="8206","ECOWLD","120","2.250","2.240","2.250","-0.010","2.250","2.220","2.270","1.520","47272","2.68%","43","4729770","70%","0.039","10.30","22.09","Active","Real Time"
="820638","ECOWLD-C38","320","","","0.095","","-","-","0.105","0.070","0","","-","164670","50%","0.002","","","Active","Real Time"
="820639","ECOWLD-C39","320","","","0.065","","-","-","0.080","0.040","0","","-","213480","50%","0.001","","","Active","Real Time"
="820640","ECOWLD-C40","320","","","0.095","","-","-","0.105","0.055","0","","-","61460","52%","0.005","","","Active","Real Time"
="820641","ECOWLD-C41","320","","","0.100","","-","-","0.110","0.065","0","","-","203175","56%","0.007","","","Active","Real Time"
="820642","ECOWLD-C42","320","","","0.110","","-","-","0.115","0.100","0","","-","-","0%","","","","Active","Real Time"
="820643","ECOWLD-C43","320","0.135","0.140","0.135","+0.005","0.140","0.135","0.145","0.080","3420","","64","768410","63%","0.004","","","Active","Real Time"
="820644","ECOWLD-C44","320","","","0.075","","-","-","0.085","0.050","0","","-","83765","46%","0.005","","","Active","Real Time"
="820645","ECOWLD-C45","320","","","0.075","","-","-","0.090","0.070","0","","-","-","0%","","","","Active","Real Time"
="820646","ECOWLD-C46","320","","","0.090","","-","-","0.095","0.065","0","","-","-","0%","","","","Active","Real Time"
="820647","ECOWLD-C47","320","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="820648","ECOWLD-C48","320","","","0.130","","-","-","0.140","0.130","0","","-","-","0%","","","","Active","Real Time"
="820649","ECOWLD-C49","320","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="8206WB","ECOWLD-WB","120","1.060","1.050","1.070","-0.020","1.070","1.050","1.070","0.540","835","","47","228000","68%","0.034","","","Active","Real Time"
="8273","PPHB","102","0.650","0.655","0.650","+0.005","0.655","0.650","0.850","0.615","1346","0.58%","51","138630","59%","-0.005","15.37","4.26","Active","Real Time"
="8303","LOTUS","101","0.115","0.115","0.115","-","0.115","0.115","0.235","0.100","500","","100","75795","43%","","0.02","958.32","Active","Real Time"
="8311","PESONA","103","0.405","0.425","0.400","+0.025","0.435","0.405","0.400","0.200","136610","","65","2717050","83%","0.015","2.90","13.24","Active","Real Time"
="8338","DATAPRP","105","0.105","0.105","0.105","-","0.110","0.105","0.175","0.085","15411","","18","2443995","63%","0.002","-3.27","","Active","Real Time"
="8346","PRKCORP","164","","","0.250","","-","-","0.440","0.235","0","","-","14055","50%","-0.018","2.58","1.50","Active, Alert","Real Time"
="8362","KYM","102","0.260","0.290","0.290","-","0.290","0.240","0.380","0.230","415","","97","28355","58%","-0.004","1.25","23.13","Active","Real Time"
="8397","TNLOGIS","164","0.805","0.810","0.805","+0.005","0.810","0.800","0.810","0.610","2891","2.27%","37","116480","71%","0.021","7.88","10.07","Active","Real Time"
="8419","PANSAR","102","0.525","0.525","0.535","-0.010","0.530","0.525","0.630","0.515","180","0.76%","17","74360","47%","-0.003","5.17","10.38","Active","Real Time"
="8419PA","PANSAR-PA","102","","","0.550","","-","-","0.620","0.505","0","","-","17865","50%","-0.013","","","Active","Real Time"
="8435","CEPCO","102","1.170","1.170","1.170","-","1.170","1.170","1.250","0.920","5","","100","2210","50%","0.003","-5.19","","Active","Real Time"
="8443","HIL","102","","","0.750","","-","-","0.940","0.650","0","","-","18790","19%","","12.16","5.93","Active","Real Time"
="8443WB","HIL-WB","102","0.020","0.030","0.025","+0.005","0.030","0.020","0.295","0.015","16","","6","270795","50%","-0.015","","","Active","Real Time"
="8478","HWATAI","101","0.415","0.485","0.415","+0.070","0.500","0.415","0.560","0.410","129","","65","29710","43%","-0.010","1.73","28.03","Active","Real Time"
="8486","LIONPSIM","102","0.290","0.300","0.300","-","0.300","0.285","0.440","0.230","5052","","71","25970","47%","-0.002","4.43","6.89","Active","Real Time"
="8494","LBICAP","120","0.440","0.470","0.440","+0.030","0.480","0.440","0.520","0.380","209","5.32%","80","17620","42%","","3.60","16.39","Active","Real Time"
="8524","TALIWRK","165","0.510","0.510","0.510","-","0.515","0.500","0.805","0.500","10746","8.82%","48","662365","23%","-0.015","3.63","10.03","Active","Real Time"
="8532","PERTAMA","101","0.110","0.110","0.110","-","0.115","0.105","2.120","0.045","9335","","69","2035740","58%","-0.001","-0.12","","Active","Real Time"
="8567","SALCON","165","0.255","0.255","0.255","-","0.255","0.250","0.360","0.245","9604","","71","285470","37%","-0.006","1.61","16.48","Active","Real Time"
="8583","MAHSING","120","1.140","1.140","1.140","-","1.160","1.130","1.920","1.010","57684","3.95%","51","6239155","47%","-0.015","9.54","12.21","Active","Real Time"
="858376","MAHSING-C76","320","","","0.010","","-","-","0.020","0.005","0","","-","-","0%","","","","Suspended","Real Time"
="858377","MAHSING-C77","320","","","0.005","","-","-","0.090","0.010","0","","-","1058110","20%","-0.004","","","Active","Real Time"
="858378","MAHSING-C78","320","","","0.020","","-","-","0.055","0.020","0","","-","1167970","20%","","","","Active","Real Time"
="858379","MAHSING-C79","320","0.040","0.040","0.040","-","0.040","0.040","0.080","0.035","5000","","-","250650","30%","-0.006","","","Active","Real Time"
="858380","MAHSING-C80","320","0.030","0.030","0.030","-","0.030","0.030","0.100","0.025","5000","","-","575060","33%","-0.007","","","Active","Real Time"
="858381","MAHSING-C81","320","","","0.050","","-","-","0.070","0.045","0","","-","-","0%","","","","Active","Real Time"
="858382","MAHSING-C82","320","","","0.045","","-","-","0.095","0.040","0","","-","78640","30%","-0.010","","","Active","Real Time"
="858383","MAHSING-C83","320","0.040","0.040","0.040","-","0.040","0.040","0.080","0.035","1500","","-","174935","33%","-0.006","","","Active","Real Time"
