"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="696397","VS-C97","302","","","0.010","","-","-","0.050","0.010","0","","-","-","0%","","","","Active","Real Time"
="696398","VS-C98","302","0.025","0.030","0.025","+0.005","0.035","0.025","0.140","0.015","60095","","63","1556575","22%","-0.029","","","Active","Real Time"
="696399","VS-C99","302","0.015","0.015","0.015","-","0.025","0.015","0.085","0.010","16707","","14","871295","18%","","","","Active","Real Time"
="6963WC","VS-WC","102","0.015","0.020","0.015","+0.005","0.020","0.015","0.270","0.010","13087","","69","1819155","33%","-0.002","","","Active","Real Time"
="6971","KOBAY","102","1.230","1.220","1.230","-0.010","1.230","1.210","1.730","1.020","824","","66","201065","50%","-0.006","-5.05","","Active","Real Time"
="6998","BINTAI","102","0.065","0.070","0.070","-","0.070","0.065","0.105","0.060","421","","-","613335","50%","","-2.59","","Active, Alert","Real Time"
="7003","Y&G","120","0.460","0.455","0.460","-0.005","0.460","0.455","0.650","0.375","16","","-","7715","56%","-0.002","0.14","317.60","Active","Real Time"
="7004","MCEHLDG","102","1.750","1.730","1.750","-0.020","1.750","1.720","1.750","1.300","1503","1.73%","26","301155","83%","0.059","16.31","15.79","Active","Real Time"
="7004WA","MCEHLDG-WA","102","0.915","0.930","0.940","-0.010","0.930","0.915","0.975","0.500","471","","42","119735","74%","0.058","","","Active","Real Time"
="7005","BIG","102","0.520","0.530","0.540","-0.010","0.530","0.520","0.700","0.485","740","","35","150345","65%","0.001","7.31","7.25","Active","Real Time"
="7006","RKI","101","","","1.260","","-","-","1.350","1.070","0","3.17%","-","20615","54%","-0.001","5.63","24.57","Active","Real Time"
="7007","ARK","120","","","0.285","","-","-","0.380","0.220","0","","-","5115","54%","0.007","3.26","8.74","Active","Real Time"
="7010","PTT","120","","","1.430","","-","-","1.550","0.950","0","","-","74035","50%","0.009","10.30","15.49","Active","Real Time"
="7013","HUBLINE","164","0.040","0.040","0.040","-","0.040","0.035","0.085","0.035","19019","","75","1396415","50%","","0.07","45.99","Active","Real Time"
="7014","YLI","102","0.300","0.300","0.290","+0.010","0.300","0.300","0.570","0.255","1","","100","19785","49%","-0.003","-52.51","","Active","Real Time"
="7016","CHUAN","102","0.285","0.310","0.315","-0.005","0.310","0.285","0.400","0.260","567","","25","37420","46%","","-5.28","","Active","Real Time"
="7017","KOMARK","102","0.045","0.045","0.045","-","0.045","0.045","0.125","0.040","5196","","61","81340","50%","-0.001","-10.54","","Active","Real Time"
="7017WD","KOMARK-WD","102","","","0.005","","-","-","0.020","0.005","0","","-","14565","17%","-0.006","","","Active","Real Time"
="7018","CME","102","0.015","0.015","0.015","-","0.015","0.015","0.025","0.005","12","","-","741350","50%","","-0.24","","Active","Real Time"
="7018WA","CME-WA","102","","","0.005","","-","-","0.020","0.005","0","","-","124175","33%","-0.004","","","Active","Real Time"
="7020","ASTEEL","102","0.065","0.070","0.065","+0.005","0.070","0.065","0.090","0.060","930","","33","46305","50%","","-0.47","","Active","Real Time"
="7022","GTRONIC","105","0.325","0.325","0.325","-","0.335","0.320","0.800","0.295","39493","10.77%","46","3601285","45%","-0.010","3.94","8.31","Active","Real Time"
="7025","WOODLAN","102","","","0.590","","-","-","0.725","0.520","0","","-","12030","47%","-0.009","4.42","13.33","Active","Real Time"
="7028","ZECON","103","0.495","0.495","0.495","-","0.495","0.495","0.535","0.420","350","","100","69555","50%","0.007","37.83","2.61","Active","Real Time"
="7029","MASTER","102","2.450","2.640","2.400","+0.240","2.650","2.450","4.500","2.400","54","6.82%","100","16570","12%","-0.146","33.31","7.93","Active","Real Time"
="7031","AMTEL","163","0.400","0.415","0.380","+0.035","0.415","0.400","0.575","0.315","540","","43","33485","50%","-0.002","5.69","7.53","Active","Real Time"
="7033","HIGHTEC","102","0.730","0.730","0.715","+0.015","0.730","0.730","0.825","0.610","11","6.85%","100","30930","32%","-0.009","6.18","12.23","Active","Real Time"
="7034","TGUAN","102","1.120","1.130","1.120","+0.010","1.130","1.120","1.670","0.970","3976","2.21%","49","472180","65%","-0.003","17.67","6.41","Active","Real Time"
="7035","CCK","101","1.230","1.240","1.230","+0.010","1.240","1.210","1.780","1.080","1368","","31","316870","48%","-0.011","12.02","10.46","Active","Real Time"
="7036","BORNOIL","102","0.005","0.005","0.005","-","0.005","0.005","0.015","0.005","34404","","100","8067775","100%","","-2.36","","Active","Real Time"
="7036WC","BORNOIL-WC","102","","","0.005","","-","-","0.005","0.005","0","","-","94755","100%","","","","Active","Real Time"
="7036WD","BORNOIL-WD","102","","","0.005","","-","-","0.010","0.005","0","","-","66930","100%","","","","Active","Real Time"
="7036WE","BORNOIL-WE","102","","","0.005","","-","-","0.005","0.005","0","","-","166920","100%","","","","Active","Real Time"
="7043","XIN","102","0.230","0.235","0.235","-","0.235","0.230","0.280","0.195","2264","","50","222285","50%","-0.001","-0.33","","Active","Real Time"
="7047","FBG","103","0.195","0.205","0.200","+0.005","0.205","0.195","0.445","0.195","17114","4.88%","62","1020530","40%","-0.001","0.95","23.67","Active","Real Time"
="7047WC","FBG-WC","103","0.010","0.020","0.020","-","0.020","0.010","0.155","0.005","11660","","100","1936770","50%","","","","Active","Real Time"
="7048","ATLAN","101","","","2.450","","-","-","2.850","2.330","0","5.20%","-","4150","50%","-0.008","20.00","9.36","Active","Real Time"
="7050","WONG","102","0.155","0.160","0.150","+0.010","0.160","0.150","0.325","0.145","3150","","90","408185","47%","-0.002","-4.58","","Active","Real Time"
="7050WA","WONG-WA","102","0.025","0.025","0.020","+0.005","0.025","0.025","0.095","0.020","1345","","78","72595","50%","-0.001","","","Active","Real Time"
="7052","PADINI","101","1.990","1.970","1.990","-0.020","1.990","1.960","3.620","1.600","114","4.87%","14","1499000","44%","-0.013","15.68","12.56","Active","Real Time"
="7053","SEEHUP","164","","","0.780","","-","-","0.940","0.700","0","3.46%","-","30530","49%","-0.005","-2.38","","Active","Real Time"
="7054","AASIA","125","0.095","0.105","0.095","+0.010","0.105","0.095","0.115","0.075","501","","59","62730","64%","0.002","-0.50","","Active","Real Time"
="7055","PLB","120","","","1.000","","-","-","1.200","0.930","0","","-","23710","46%","-0.027","-9.36","","Active","Real Time"
="7060","NHFATT","101","1.660","1.660","1.660","-","1.660","1.620","2.090","1.620","373","5.42%","34","21685","22%","-0.060","26.61","6.24","Active","Real Time"
="7062","KHIND","101","1.600","1.600","1.620","-0.020","1.600","1.600","2.680","1.600","55","6.25%","17","7470","22%","-0.104","3.52","50.05","Active","Real Time"
="7066","YONGTAI","120","0.150","0.150","0.155","-0.005","0.155","0.150","0.260","0.120","2426","","7","488420","60%","-0.001","-4.58","","Active","Real Time"
="7066PA","YONGTAI-PA","120","0.020","0.020","0.030","-0.010","0.020","0.020","0.055","0.020","100","","-","29500","50%","-0.002","","","Active","Real Time"
="7066WB","YONGTAI-WB","120","0.035","0.040","0.035","+0.005","0.040","0.035","0.180","0.020","1493","","53","71420","33%","-0.002","","","Active","Real Time"
="7070","VIZIONE","103","0.075","0.080","0.080","-","0.080","0.075","0.230","0.030","10223","","43","965650","55%","","0.10","23.08","Active","Real Time"
="7071","OCR","103","0.040","0.040","0.040","-","0.045","0.035","0.065","0.025","97777","","96","5840145","40%","","0.25","28.12","Active","Real Time"
="7071WE","OCR-WE","103","0.020","0.020","0.025","-0.005","0.020","0.020","0.030","0.005","39019","","-","5139635","40%","0.002","","","Active","Real Time"
="7073","SEACERA","102","","","0.060","","-","-","0.220","0.030","0","","-","2843685","27%","-0.025","-1.29","","Suspended","Real Time"
="7076","CBIP","102","1.260","1.250","1.260","-0.010","1.270","1.240","1.380","1.000","3637","3.20%","71","164710","79%","0.048","-6.02","","Active","Real Time"
="7077","KPPROP","120","0.300","0.295","0.300","-0.005","0.305","0.285","0.780","0.285","32141","3.39%","56","700695","27%","-0.007","1.35","35.09","Active","Real Time"
="7077R1","KPPROP-R1","120","0.070","0.090","-","-0.010","0.095","0.070","","","79372","","33","-","0%","","","","New","Real Time"
="7077R2","KPPROP-R2","520","0.050","0.060","-","-0.015","0.065","0.045","","","138616","","33","-","0%","","","","New","Real Time"
="7078","AZRB","103","0.210","0.210","0.215","-0.005","0.215","0.205","0.285","0.150","5795","","26","708070","37%","-0.005","13.86","1.63","Active","Real Time"
="7079","TWL","120","0.025","0.025","0.025","-","0.030","0.025","0.030","0.015","60693","","47","26013280","50%","","0.57","4.60","Active","Real Time"
="7079LA","TWL-LA","520","","","0.015","","-","-","0.020","0.010","0","","-","325980","67%","","","","Active","Real Time"
="7079WE","TWL-WE","120","0.005","0.005","0.005","-","0.005","0.005","0.010","0.005","471","","-","910850","100%","","","","Active","Real Time"
="7080","PERMAJU","101","0.010","0.010","0.010","-","0.010","0.005","0.045","0.005","11581","","100","6289705","100%","","-1.05","","Active","Real Time"
="7080PA","PERMAJU-PA","101","","","0.005","","-","-","0.010","0.005","0","","-","343840","100%","","","","Active","Real Time"
="7081","PHARMA","162","0.260","0.260","0.265","-0.005","0.270","0.255","0.430","0.130","516953","","61","51673430","83%","0.022","9.15","12.74","Active, Alert","Real Time"
="7082","M&A","110","0.295","0.280","0.300","-0.020","0.295","0.280","0.330","0.235","4960","","22","1052965","79%","0.004","0.91","31.87","Active","Real Time"
="7083","ANALABS","102","","","1.850","","-","-","1.920","1.550","0","2.16%","-","17860","68%","0.031","33.88","5.46","Active","Real Time"
="7084","QL","101","4.360","4.300","4.390","-0.090","4.360","4.300","4.900","4.080","23096","1.16%","84","3117835","70%","0.032","12.48","31.58","Active","Real Time"
="708412","QL-C12","301","","","0.020","","-","-","0.090","0.020","0","","-","211930","29%","-0.014","","","Active","Real Time"
="708413","QL-C13","301","","","0.025","","-","-","0.060","0.020","0","","-","-","0%","","","","Active","Real Time"
="7085","LTKM","101","1.680","1.680","1.660","+0.020","1.680","1.680","1.730","1.080","100","2.38%","100","74250","84%","0.089","33.88","4.96","Active","Real Time"
="7086","ABLEGRP","102","","","0.085","","-","-","0.100","0.070","0","","-","125335","57%","0.001","0.01","975.28","Active","Real Time"
="7087","MAGNI","101","2.140","2.140","2.140","-","2.140","2.110","2.920","1.850","184","16.26%","16","164150","53%","0.012","32.02","6.69","Active","Real Time"
="7088","POHUAT","101","0.985","0.970","0.980","-0.010","1.000","0.950","1.390","0.790","1255","8.25%","64","239925","68%","-0.006","11.08","9.20","Active","Real Time"
="7089","LIIHEN","101","0.380","0.380","0.380","-","0.380","0.375","0.820","0.370","3684","7.11%","87","421255","56%","-0.010","3.28","11.50","Active","Real Time"
="7090","AHEALTH","162","2.430","2.430","2.430","-","2.430","2.430","2.770","1.900","196","3.70%","-","66650","38%","-0.002","10.70","22.90","Active","Real Time"
="7091","UNIMECH","102","1.480","1.500","1.500","-","1.500","1.470","1.580","1.290","107","3.13%","89","30205","95%","0.036","15.89","8.31","Active","Real Time"
="7094","EUROSP","101","2.540","2.530","2.540","-0.010","2.540","2.530","3.170","1.600","30","9.88%","-","45405","11%","-0.063","44.81","5.65","Active","Real Time"
="7095","PIE","102","3.010","3.000","3.000","-","3.050","2.990","6.490","2.750","16022","","46","339175","24%","-0.202","13.57","22.10","Active","Real Time"
="7095CP","PIE-CP","302","0.080","0.080","0.080","-","0.080","0.080","0.330","0.080","1325","","79","-","0%","","","","Active","Real Time"
="7096","JOE","102","0.050","0.045","0.045","-","0.060","0.045","0.170","0.040","205","","99","497680","54%","","-3.24","","Active","Real Time"
="7097","TAWIN","102","0.015","0.010","0.015","-0.005","0.015","0.010","0.040","0.010","51247","","70","3221050","33%","","-2.58","","Active","Real Time"
="7099","MAYU","102","","","0.100","","-","-","0.310","0.090","0","","-","30195","40%","-0.002","-0.32","","Active","Real Time"
="7100","UCHITEC","102","3.390","3.420","3.390","+0.030","3.420","3.380","4.030","2.680","994","8.63%","94","411680","69%","0.040","24.69","13.98","Active","Real Time"
="7103","SPRITZER","101","1.890","1.920","1.900","+0.020","1.950","1.890","3.150","1.380","15967","2.08%","56","286500","73%","0.073","22.31","17.24","Active","Real Time"
="7103CA","SPRITZER-CA","301","0.100","0.100","0.130","-0.030","0.100","0.100","0.135","0.045","410","","-","99595","80%","0.012","","","Active","Real Time"
="7105","HCK","120","2.200","2.180","2.200","-0.020","2.200","2.160","2.350","2.060","6780","","76","551585","60%","0.005","3.97","65.87","Active","Real Time"
="7105WA","HCK-WA","120","1.120","1.120","1.120","-","1.120","1.120","1.230","1.090","10","","-","11390","50%","-0.001","","","Active","Real Time"
="7106","SUPERMX","162","0.465","0.460","0.460","-","0.470","0.455","1.350","0.455","36945","","49","4357710","31%","-0.019","-5.20","","Active","Real Time"
="71064O","SUPERMX-C4O","362","","","0.005","","-","-","0.110","0.005","0","","-","2310895","33%","-0.007","","","Active","Real Time"
="71064R","SUPERMX-C4R","362","","","0.005","","-","-","0.050","0.005","0","","-","252490","17%","-0.004","","","Active","Real Time"
="71064S","SUPERMX-C4S","362","","","0.005","","-","-","0.135","0.005","0","","-","332195","30%","-0.011","","","Active","Real Time"
="71064T","SUPERMX-C4T","362","","","0.020","","-","-","0.060","0.020","0","","-","-","17%","","","","Active","Real Time"
="71064U","SUPERMX-C4U","362","","","0.005","","-","-","0.080","0.005","0","","-","227025","30%","-0.014","","","Active","Real Time"
="71064V","SUPERMX-C4V","362","","","0.005","","-","-","0.065","0.005","0","","-","116070","25%","","","","Active","Real Time"
="71064W","SUPERMX-C4W","362","","","0.015","","-","-","0.065","0.015","0","","-","2462960","31%","","","","Active","Real Time"
="71064X","SUPERMX-C4X","362","","","0.005","","-","-","0.050","0.005","0","","-","-","0%","","","","Active","Real Time"
="71064Y","SUPERMX-C4Y","362","","","0.010","","-","-","0.050","0.010","0","","-","-","0%","","","","Active","Real Time"
="71064Z","SUPERMX-C4Z","362","","","0.005","","-","-","0.085","0.005","0","","-","882865","22%","-0.009","","","Active","Real Time"
="71065A","SUPERMX-C5A","362","","","0.055","","-","-","0.080","0.055","0","","-","-","0%","","","","Active","Real Time"
="71065B","SUPERMX-C5B","362","","","0.010","","-","-","0.040","0.010","0","","-","-","25%","","","","Active","Real Time"
="71065C","SUPERMX-C5C","362","","","0.045","","-","-","0.095","0.045","0","","-","-","0%","","","","Active","Real Time"
="71065D","SUPERMX-C5D","362","","","0.025","","-","-","0.050","0.025","0","","-","-","31%","","","","Active","Real Time"
="71065E","SUPERMX-C5E","362","","","0.035","","-","-","0.035","0.030","0","","-","-","0%","","","","Active","Real Time"
="71065F","SUPERMX-C5F","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="71065G","SUPERMX-C5G","362","0.045","0.045","0.050","-0.005","0.045","0.045","0.060","0.050","750","","87","-","0%","","","","Active","Real Time"
="7106WA","SUPERMX-WA","162","0.145","0.145","0.145","-","0.150","0.145","0.275","0.140","579","","3","128495","14%","-0.008","","","Active","Real Time"
="7107","OFI","101","1.370","1.380","1.370","+0.010","1.380","1.370","1.850","1.320","120","4.71%","100","46955","29%","-0.016","16.20","8.52","Active","Real Time"
="7108","PERDANA","161","0.155","0.155","0.155","-","0.160","0.150","0.340","0.150","47267","","54","5161350","17%","-0.004","6.57","2.36","Active","Real Time"
="7108PA","PERDANA-PA","161","0.140","0.140","0.140","-","0.140","0.140","0.290","0.140","12","","-","15480","25%","-0.024","","","Active","Real Time"
="7113","TOPGLOV","162","0.590","0.585","0.585","-","0.595","0.580","1.440","0.575","134863","","35","16346890","46%","-0.011","-0.77","","Active","Real Time"
="71134U","TOPGLOV-C4U","362","","","0.010","","-","-","0.080","0.005","0","","-","905245","45%","-0.007","","","Active","Real Time"
="71134Z","TOPGLOV-C4Z","362","","","0.005","","-","-","0.075","0.010","0","","-","890010","13%","-0.010","","","Active","Real Time"
="71135A","TOPGLOV-C5A","362","","","0.005","","-","-","0.135","0.005","0","","-","189160","25%","-0.011","","","Active","Real Time"
="71135B","TOPGLOV-C5B","362","","","0.005","","-","-","0.075","0.010","0","","-","-","0%","","","","Active","Real Time"
="71135C","TOPGLOV-C5C","362","0.005","0.005","0.010","-0.005","0.005","0.005","0.100","0.010","170","","-","109695","36%","-0.014","","","Active","Real Time"
="71135D","TOPGLOV-C5D","362","","","0.005","","-","-","0.085","0.010","0","","-","-","15%","","","","Active","Real Time"
="71135E","TOPGLOV-C5E","362","","","0.040","","-","-","0.100","0.025","0","","-","-","0%","","","","Active","Real Time"
="71135F","TOPGLOV-C5F","362","","","0.010","","-","-","0.070","0.010","0","","-","457795","29%","-0.009","","","Active","Real Time"
="71135G","TOPGLOV-C5G","362","","","0.055","","-","-","0.055","0.050","0","","-","-","0%","","","","Active","Real Time"
="71135H","TOPGLOV-C5H","362","","","0.060","","-","-","0.070","0.060","0","","-","-","0%","","","","Active","Real Time"
="71135I","TOPGLOV-C5I","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="71135J","TOPGLOV-C5J","362","","","0.050","","-","-","0.055","0.050","0","","-","-","0%","","","","Active","Real Time"
="71135K","TOPGLOV-C5K","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="7113WA","TOPGLOV-WA","162","0.155","0.155","0.160","-0.005","0.155","0.150","0.405","0.150","6527","","26","789615","50%","-0.003","","","Active","Real Time"
="7114","DNONCE","102","","","0.030","","-","-","0.060","0.025","0","","-","236205","100%","","-2.75","","Active","Real Time"
="7114WB","DNONCE-WB","102","0.005","0.005","0.005","-","0.005","0.005","0.025","0.005","40","","-","252110","40%","-0.001","","","Active","Real Time"
="7115","SKBSHUT","102","0.925","0.910","0.920","-0.010","0.925","0.900","1.040","0.595","9034","7.14%","40","1238145","82%","0.037","16.06","6.86","Active","Real Time"
="7117","CJCEN","164","0.170","0.170","0.170","-","0.170","0.170","0.295","0.130","217","","-","280430","62%","0.005","-1.30","","Active","Real Time"
="7120","AXTERIA","120","0.090","0.090","0.090","-","0.090","0.090","0.165","0.080","340","","-","395565","50%","","-1049.10","","Active","Real Time"
="7121","XL","101","0.585","0.590","0.590","-","0.595","0.585","0.780","0.495","59713","","97","5281870","54%","0.002","2.61","26.16","Active","Real Time"
="7121WB","XL-WB","101","0.100","0.100","0.100","-","0.100","0.100","0.130","0.060","63395","","100","5182695","40%","","","","Active","Real Time"
="7123","MAXLAND","102","0.030","0.040","0.040","-","0.040","0.030","0.090","0.030","146","","1","99705","67%","0.001","1.35","3.94","Active","Real Time"
="7123WB","MAXLAND-WB","102","0.005","0.005","0.010","-0.005","0.010","0.005","0.020","0.005","5581","","-","525470","67%","","","","Active","Real Time"
="7128","CAMRES","101","","","0.310","","-","-","0.380","0.230","0","","-","165310","58%","0.008","1.49","22.39","Active","Real Time"
="7129","ASIAFLE","101","","","1.340","","-","-","1.940","1.300","0","1.49%","-","111975","58%","-0.007","-22.53","","Active","Real Time"
="7130","RENEUCO","161","0.015","0.020","0.020","-","0.020","0.015","0.080","0.010","8981","","1","6131165","43%","-0.001","1.15","4.30","Active, Alert","Real Time"
="7130WA","RENEUCO-WA","161","","","0.005","","-","-","0.040","0.005","0","","-","260920","50%","-0.001","","","Active, Alert","Real Time"
="7131","ACME","120","0.115","0.110","0.115","-0.005","0.115","0.110","0.210","0.105","2460","","3","339875","58%","-0.001","1.43","7.88","Active","Real Time"
="7132","SMISCOR","102","","","0.675","","-","-","0.840","0.595","0","","-","8970","53%","0.002","7.38","4.97","Active","Real Time"
="7133","ULICORP","102","1.570","1.600","1.560","+0.040","1.620","1.570","1.880","1.340","1212","5.00%","65","259395","65%","0.037","16.06","9.96","Active","Real Time"
="7134","PWF","101","0.745","0.740","0.740","-","0.745","0.735","0.975","0.705","646","6.08%","-","362265","29%","-0.010","9.31","7.97","Active","Real Time"
="7137","UMS","102","2.000","2.000","1.920","+0.080","2.000","2.000","2.360","1.890","1","11.75%","100","10320","44%","-0.027","19.21","10.38","Active","Real Time"
="7139","NICE","101","0.120","0.130","0.120","+0.010","0.130","0.120","0.205","0.095","72955","","86","1552490","75%","0.004","-0.80","","Active","Real Time"
="7140","OKA","102","0.485","0.480","0.490","-0.010","0.485","0.475","0.695","0.465","2707","5.21%","14","195460","47%","-0.004","4.07","11.79","Active","Real Time"
="7145","TXCD","103","0.085","0.090","0.090","-","0.090","0.085","0.135","0.060","955","","2","153480","56%","","2.00","4.50","Active, Alert","Real Time"
="7145PA","TXCD-PA","103","","","0.015","","-","-","0.035","0.005","0","","-","38245","50%","","","","Active, Alert","Real Time"
="7146","AEM","102","","","0.045","","-","-","0.115","0.035","0","","-","1025415","50%","","-6.84","","Active","Real Time"
="7148","DPHARMA","162","1.350","1.370","1.350","+0.020","1.380","1.350","1.460","1.070","5712","2.19%","48","801570","57%","0.009","6.51","21.04","Active","Real Time"
="7149","ENGKAH","101","0.250","0.260","0.220","+0.040","0.285","0.250","0.370","0.205","250","","53","24785","51%","","-3.59","","Active","Real Time"
="7149WB","ENGKAH-WB","101","","","0.005","","-","-","0.025","0.005","0","","-","113450","33%","-0.003","","","Active","Real Time"
="7152","JAYCORP","101","0.450","0.445","0.450","-0.005","0.450","0.445","0.725","0.395","19","8.99%","23","78890","71%","-0.002","5.44","8.69","Active","Real Time"
="7153","KOSSAN","162","1.180","1.180","1.170","+0.010","1.190","1.170","2.870","1.160","33378","6.78%","67","4863435","46%","-0.025","4.70","24.65","Active","Real Time"
="715376","KOSSAN-C76","362","","","0.005","","-","-","0.115","0.005","0","","-","411385","18%","","","","Active","Real Time"
="715377","KOSSAN-C77","362","","","0.025","","-","-","0.125","0.025","0","","-","-","26%","","","","Active","Real Time"
="715378","KOSSAN-C78","362","","","0.005","","-","-","0.145","0.005","0","","-","195395","29%","-0.014","","","Active","Real Time"
="715379","KOSSAN-C79","362","","","0.025","","-","-","0.145","0.020","0","","-","218300","36%","-0.019","","","Active","Real Time"
="715380","KOSSAN-C80","362","","","0.015","","-","-","0.055","0.015","0","","-","-","0%","","","","Active","Real Time"
="715381","KOSSAN-C81","362","","","0.025","","-","-","0.075","0.025","0","","-","225850","18%","-0.013","","","Active","Real Time"
="715382","KOSSAN-C82","362","0.015","0.015","0.015","-","0.015","0.015","0.075","0.015","10000","","10","390190","33%","","","","Active","Real Time"
="715383","KOSSAN-C83","362","0.040","0.040","0.045","-0.005","0.040","0.040","0.050","0.045","1000","","-","-","0%","","","","Active","Real Time"
="715384","KOSSAN-C84","362","","","0.085","","-","-","0.110","0.085","0","","-","-","0%","","","","Active","Real Time"
="715385","KOSSAN-C85","362","","","0.090","","-","-","0.090","0.090","0","","-","-","0%","","","","Active","Real Time"
="715386","KOSSAN-C86","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="7154","CLASSITA","101","0.090","0.085","0.085","-","0.090","0.085","0.105","0.035","28267","","96","11100735","44%","0.002","0.09","103.44","Active","Real Time"
="7154WC","CLASSITA-WC","101","0.035","0.035","0.030","+0.005","0.035","0.035","0.045","0.010","880","","100","1341965","50%","","","","Active","Real Time"
="7155","SKPRES","102","0.910","0.915","0.910","+0.005","0.915","0.905","1.220","0.645","48201","","49","2515090","54%","-0.007","7.59","12.06","Active","Real Time"
="715528","SKPRES-C28","302","","","0.035","","-","-","0.080","0.035","0","","-","-","0%","","","","Active","Real Time"
="7155WB","SKPRES-WB","102","","","0.005","","-","-","0.035","0.005","0","","-","347385","50%","-0.001","","","Active","Real Time"
="7157","CYL","102","","","0.310","","-","-","0.520","0.290","0","1.61%","-","29540","50%","-0.004","-0.40","","Active","Real Time"
="7160","PENTA","105","3.790","3.820","3.790","+0.030","3.840","3.730","4.300","1.860","42049","","78","1895340","54%","0.042","9.17","26.19","Active","Real Time"
="716049","PENTA-C49","305","","","0.045","","-","-","0.070","0.010","0","","-","541100","58%","","","","Active","Real Time"
="716050","PENTA-C50","305","","","0.080","","-","-","0.130","0.010","0","","-","635390","53%","0.002","","","Active","Real Time"
="716051","PENTA-C51","305","","","0.110","","-","-","0.140","0.040","0","","-","59105","62%","","","","Active","Real Time"
="716052","PENTA-C52","305","0.310","0.310","0.315","-0.005","0.310","0.305","0.350","0.170","200","","55","72745","59%","0.010","","","Active","Real Time"
="716053","PENTA-C53","305","0.180","0.175","0.175","-","0.180","0.175","0.190","0.110","427","","47","344450","61%","0.005","","","Active","Real Time"
="716054","PENTA-C54","305","","","0.140","","-","-","0.150","0.115","0","","-","-","0%","","","","Active","Real Time"
="716055","PENTA-C55","305","","","0.095","","-","-","0.105","0.095","0","","-","-","0%","","","","Active","Real Time"
="716056","PENTA-C56","305","0.105","0.110","0.115","-0.005","0.110","0.100","0.115","0.060","800","","88","-","0%","","","","Active","Real Time"
="716057","PENTA-C57","305","","","0.135","","-","-","0.150","0.125","0","","-","-","0%","","","","Active","Real Time"
="7161","KERJAYA","103","2.250","2.250","2.250","-","2.280","2.240","2.450","1.800","23330","6.67%","82","1475330","62%","0.042","12.70","17.80","Active","Real Time"
="7161C4","KERJAYA-C4","303","","","0.105","","-","-","0.145","0.075","0","","-","231460","57%","","","","Active","Real Time"
="7162","ASTINO","102","","","0.520","","-","-","0.640","0.490","0","","-","43370","53%","-0.004","7.62","6.91","Active","Real Time"
="7163","PJBUMI","102","2.110","2.220","2.110","+0.110","2.230","2.090","2.120","0.480","6422","","66","750755","97%","0.143","-3.06","","Active","Real Time"
="7164","KNM","161","0.025","0.025","0.030","-0.005","0.030","0.025","0.075","0.025","7323","","73","1163350","50%","","-3.59","","Active, Alert","Real Time"
="7165","VELOCITY","102","0.060","0.060","0.065","-0.005","0.060","0.060","0.105","0.035","4180","","18","452575","60%","","1.95","3.09","Active","Real Time"
="7165WB","VELOCITY-WB","102","","","0.045","","-","-","0.080","0.015","0","","-","1190715","50%","0.002","","","Active","Real Time"
="7167","ABLEGLOB","101","1.520","1.530","1.540","-0.010","1.540","1.510","2.060","1.260","589","4.90%","15","147460","60%","0.002","22.43","6.79","Active","Real Time"
="7168","PRG","101","0.095","0.090","0.090","-","0.095","0.090","0.140","0.070","13052","","13","2009360","43%","-0.001","-16.54","","Active","Real Time"
="7169","DOMINAN","102","0.800","0.785","0.810","-0.025","0.810","0.780","0.850","0.740","571","5.10%","3","33750","71%","0.003","16.41","4.83","Active","Real Time"
="7170","LFECORP","102","0.175","0.175","0.170","+0.005","0.175","0.175","0.335","0.165","3050","","100","177405","38%","-0.003","2.29","8.02","Active","Real Time"
="7172","PMBTECH","102","1.150","1.250","1.150","+0.100","1.260","1.150","2.220","1.060","7799","","81","302875","39%","-0.043","3.74","38.72","Active","Real Time"
="7173","TOYOVEN","102","0.330","0.325","0.335","-0.010","0.330","0.325","0.880","0.260","913","4.62%","33","991680","59%","0.002","0.77","59.25","Active","Real Time"
="7174","CAB","101","0.750","0.765","0.760","+0.005","0.770","0.745","0.760","0.435","24059","1.31%","67","1604210","70%","0.019","10.76","5.76","Active","Real Time"
="7174WB","CAB-WB","101","0.180","0.190","0.180","+0.010","0.190","0.160","0.235","0.100","19326","","45","241270","75%","0.003","","","Active","Real Time"
="7176","TPC","101","","","0.310","","-","-","0.400","0.270","0","6.45%","-","46700","36%","-0.001","5.93","5.23","Active","Real Time"
="7178","YSPSAH","162","","","2.060","","-","-","2.550","1.980","0","5.34%","-","34455","48%","-0.021","18.81","10.83","Active","Real Time"
="7179","LAGENDA","120","1.140","1.150","1.120","+0.030","1.160","1.140","1.450","1.090","4778","5.65%","64","476685","33%","-0.014","22.05","5.22","Active","Real Time"
="7180","SERNKOU","101","0.795","0.795","0.800","-0.005","0.800","0.795","0.920","0.745","10260","","100","1012010","50%","-0.001","-0.55","","Active","Real Time"
="7181","ARBB","105","0.030","0.030","0.030","-","0.030","0.025","0.045","0.025","22768","","24","1148580","40%","","0.15","19.85","Active","Real Time"
