"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Listed on"
="519976","HIBISCS-C76","361","0.000","","0.040","","-","-","","","0","","-","-","","","","","Active","-"
="519977","HIBISCS-C77","361","","","0.040","","-","-","0.115","0.040","0","","-","-","0%","","","","Active","300"
="519978","HIBISCS-C78","361","0.065","0.060","0.065","-0.005","0.070","0.060","0.170","0.045","6430","","79","520220","67%","","","","Active","300"
="519979","HIBISCS-C79","361","","","0.035","","-","-","0.095","0.035","0","","-","185090","45%","","","","Active","300"
="519980","HIBISCS-C80","361","","","0.055","","-","-","0.055","0.050","0","","-","-","0%","","","","Active","300"
="519981","HIBISCS-C81","361","","","0.040","","-","-","0.045","0.030","0","","-","-","0%","","","","Active","300"
="519982","HIBISCS-C82","361","0.090","0.090","0.090","-","0.090","0.090","0.090","0.080","20000","","50","-","0%","","","","Active","300"
="519983","HIBISCS-C83","361","0.065","0.060","0.065","-0.005","0.065","0.060","0.065","0.045","7000","","43","-","0%","","","","Active","300"
="519984","HIBISCS-C84","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="519985","HIBISCS-C85","361","0.065","0.065","0.065","-","0.065","0.065","0.065","0.065","250","","-","-","0%","","","","Active","300"
="519986","HIBISCS-C86","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="7033","HIGHTEC","102","0.730","0.745","0.730","+0.015","0.745","0.730","0.825","0.610","509","6.71%","90","30655","43%","-0.009","6.18","12.48","Active","100"
="8443","HIL","102","","","0.750","","-","-","0.940","0.650","0","","-","18790","19%","","12.16","5.93","Active","100"
="8443WB","HIL-WB","102","","","0.030","","-","-","0.295","0.015","0","","-","309215","60%","-0.016","","","Active","100"
="0359","HKB","403","0.145","0.150","0.150","-","0.150","0.145","0.165","0.140","4079","","86","634520","100%","-0.001","","","Active","400"
="0505CS","HKEX-CS","358","","","0.515","","-","-","0.515","0.295","0","","-","22930","74%","","","","Active","300"
="0505CT","HKEX-CT","358","","","0.210","","-","-","0.245","0.130","0","","-","-","53%","","","","Active","300"
="5819","HLBANK","110","20.100","20.180","20.180","-","20.240","20.100","21.880","18.420","12130","4.76%","66","955225","81%","0.158","208.46","10.24","Active","100"
="5819C7","HLBANK-C7","310","","","0.150","","-","-","0.155","0.130","0","","-","-","0%","","","","Active","300"
="5819C8","HLBANK-C8","310","","","0.055","","-","-","0.055","0.055","0","","-","-","0%","","","","Active","300"
="5274","HLCAP","110","3.470","3.490","3.490","-","3.500","3.470","4.670","3.100","251","5.44%","65","28030","87%","0.062","24.78","14.75","Active","100"
="1082","HLFG","110","17.000","16.940","16.920","+0.020","17.000","16.900","20.180","15.700","283","4.25%","35","183020","50%","0.128","286.90","3.99","Active","100"
="3301","HLIND","101","13.980","14.000","13.920","+0.080","14.020","13.960","15.740","12.360","1028","5.71%","63","120815","69%","0.247","152.89","6.94","Active","100"
="0188","HLT","402","0.030","0.030","0.030","-","0.035","0.025","0.145","0.025","23062","","79","729745","50%","-0.001","-2.69","","Active","400"
="0188WB","HLT-WB","402","","","0.015","","-","-","0.020","0.005","0","","-","2605495","50%","","","","Active","400"
="0060","HM","405","0.150","0.150","0.150","-","0.150","0.145","0.295","0.075","9736","","76","930925","100%","-0.003","0.66","33.39","Active","400"
="0060WC","HM-WC","405","0.005","0.005","0.005","-","0.005","0.005","0.045","0.005","180","","-","155490","40%","-0.001","","","Active","400"
="0060WD","HM-WD","405","0.065","0.065","0.060","+0.005","0.065","0.065","0.100","0.040","50","","100","351390","43%","-0.003","","","Active","400"
="5169","HOHUP","103","0.040","0.040","0.040","","0.045","0.040","0.205","0.035","6762","","-","448195","23%","-0.004","-14.48","","Active, Alert","100"
="5160","HOMERIZ","101","0.490","0.490","0.480","","0.490","0.490","","","250","","-","-","","","7.37","","Active","-"
="0041","HONGSENG","105","0.005","0.010","0.010","","0.010","0.005","","","2081","","-","-","","","0.25","","Active","-"
="03060","HPI","702","0.000","","0.320","","-","-","","","0","","-","-","","","","","Active","-"
="5291","HPMT","102","0.210","0.210","0.210","","0.210","0.210","","","595","","-","-","","","1.17","","Active","-"
="0228","HPPHB","402","0.315","0.320","0.315","","0.320","0.310","","","3258","","-","-","","","0.56","","Active","-"
="0660AA","HSCEI-CAA","358","0.000","","0.165","","-","-","","","0","","-","-","","","","","Active","-"
="0660AB","HSCEI-CAB","358","0.000","","0.115","","-","-","","","0","","-","-","","","","","Active","-"
="0660AC","HSCEI-CAC","358","0.000","","0.280","","-","-","","","0","","-","-","","","","","Active","-"
="0660BA","HSCEI-HBA","358","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="0660BB","HSCEI-HBB","358","0.000","","0.115","","-","-","","","0","","-","-","","","","","Active","-"
="0660BC","HSCEI-HBC","358","0.000","","0.220","","-","-","","","0","","-","-","","","","","Active","-"
="0652E5","HSI-CWE5","358","0.000","","0.725","","-","-","","","0","","-","-","","","","","Active","-"
="0652EF","HSI-CWEF","358","0.315","0.295","0.305","","0.315","0.295","","","292","","-","-","","","","","Active","-"
="0652EN","HSI-CWEN","358","0.390","0.390","0.480","","0.390","0.390","","","500","","-","-","","","","","Active","-"
="0652G1","HSI-CWG1","358","0.395","0.365","0.380","","0.395","0.365","","","600","","-","-","","","","","Active","-"
="0652G2","HSI-CWG2","358","0.000","","1.330","","-","-","","","0","","-","-","","","","","Active","-"
="0652G3","HSI-CWG3","358","0.000","","0.590","","-","-","","","0","","-","-","","","","","Active","-"
="0652G4","HSI-CWG4","358","0.185","0.190","0.340","","0.190","0.185","","","1406","","-","-","","","","","Active","-"
="0652G5","HSI-CWG5","358","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="0652G6","HSI-CWG6","358","0.000","","1.300","","-","-","","","0","","-","-","","","","","Active","-"
="0652G7","HSI-CWG7","358","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="0652G8","HSI-CWG8","358","0.180","0.150","0.205","","0.180","0.140","","","422","","-","-","","","","","Active","-"
="0652G9","HSI-CWG9","358","0.040","0.035","0.040","-0.005","0.040","0.030","0.135","0.030","790","","-","133760","39%","-0.008","","","Active","300"
="0652GC","HSI-CWGC","358","","","0.590","","-","-","0.660","0.235","0","","-","45700","74%","0.054","","","Active","300"
="0652GJ","HSI-CWGJ","358","0.480","0.480","0.540","-0.060","0.480","0.480","0.540","0.240","300","","-","31785","63%","0.041","","","Active","300"
="0652GQ","HSI-CWGQ","358","1.550","1.450","1.540","-0.090","1.550","1.420","1.820","0.785","900","","33","76950","61%","0.172","","","Active","300"
="0652GR","HSI-CWGR","358","0.670","0.640","0.740","-0.100","0.670","0.615","1.050","0.325","969","","38","740705","61%","0.082","","","Active","300"
="0652GX","HSI-CWGX","358","","","0.005","","-","-","0.275","0.005","0","","-","37477605","13%","-0.027","","","Active","300"
="0652GY","HSI-CWGY","358","0.030","0.030","0.055","-0.025","0.030","0.030","0.365","0.050","340","","-","6310315","35%","-0.031","","","Active","300"
="0652GZ","HSI-CWGZ","358","0.335","0.255","0.325","-0.070","0.335","0.240","0.665","0.230","36763","","23","17514190","50%","-0.003","","","Active","300"
="0652I1","HSI-CWI1","358","","","0.560","","-","-","0.560","0.505","0","","-","-","0%","","","","Active","300"
="0652I2","HSI-CWI2","358","0.230","0.205","0.230","-0.025","0.230","0.200","0.385","0.170","568532","","50","50530165","54%","","","","Active","300"
="0652I3","HSI-CWI3","358","0.165","0.150","0.165","-0.015","0.165","0.140","0.240","0.130","1091741","","22","18579575","45%","","","","Active","300"
="0652I4","HSI-CWI4","358","","","1.110","","-","-","1.110","0.750","0","","-","-","0%","","","","Active","300"
="0652I5","HSI-CWI5","358","","","0.450","","-","-","0.600","0.330","0","","-","-","0%","","","","Active","300"
="0652I6","HSI-CWI6","358","0.180","0.180","0.235","-0.055","0.180","0.180","0.235","0.130","90","","-","-","0%","","","","Active","300"
="0652I7","HSI-CWI7","358","0.220","0.220","0.210","+0.010","0.220","0.220","0.210","0.135","200","","100","-","0%","","","","Active","300"
="0652I8","HSI-CWI8","358","","","0.365","","-","-","0.430","0.260","0","","-","-","0%","","","","Active","300"
="0652I9","HSI-CWI9","358","0.160","0.140","0.155","-0.015","0.160","0.140","0.230","0.125","543","","100","-","0%","","","","Active","300"
="0652IA","HSI-CWIA","358","0.525","0.480","0.540","-0.060","0.525","0.455","0.755","0.305","17495","","57","2476315","61%","0.049","","","Active","300"
="0652IB","HSI-CWIB","358","","","0.305","","-","-","0.360","0.135","0","","-","44080","58%","0.043","","","Active","300"
="0652IC","HSI-CWIC","358","0.035","0.020","0.040","-0.020","0.035","0.020","0.295","0.035","150823","","65","32980890","28%","-0.025","","","Active","300"
="0652ID","HSI-CWID","358","","","0.015","","-","-","0.175","0.015","0","","-","-","0%","","","","Active","300"
="0652IE","HSI-CWIE","358","","","1.650","","-","-","","","0","","-","-","0%","","","","Active","300"
="0652IF","HSI-CWIF","358","","","0.260","","-","-","0.460","0.225","0","","-","532990","46%","-0.022","","","Active","300"
="0652IG","HSI-CWIG","358","","","0.810","","-","-","0.510","0.505","0","","-","-","0%","","","","Active","300"
="0652IH","HSI-CWIH","358","","","1.370","","-","-","1.080","0.850","0","","-","-","0%","","","","Active","300"
="0652II","HSI-CWII","358","0.255","0.255","0.270","-0.015","0.255","0.255","0.305","0.115","80","","-","100770","61%","0.028","","","Active","300"
="0652IJ","HSI-CWIJ","358","","","0.765","","-","-","0.825","0.625","0","","-","-","0%","","","","Active","300"
="0652IK","HSI-CWIK","358","","","0.320","","-","-","","","0","","-","-","0%","","","","Active","300"
="0652IL","HSI-CWIL","358","","","0.215","","-","-","0.370","0.180","0","","-","9917410","47%","-0.018","","","Active","300"
="0652IM","HSI-CWIM","358","0.100","0.085","0.105","-0.020","0.105","0.085","0.205","0.100","1727727","","28","46950795","40%","","","","Active","300"
="0652IN","HSI-CWIN","358","0.190","0.175","0.205","","0.190","0.170","","","16200","","-","-","","","","","Active","300"
="0652IO","HSI-CWIO","358","0.435","0.395","0.450","","0.445","0.380","","","174674","","-","-","","","","","Active","-"
="0652IP","HSI-CWIP","358","0.435","0.435","0.485","","0.435","0.435","","","1000","","-","-","","","","","Active","-"
="0652IQ","HSI-CWIQ","358","0.810","0.730","0.815","","0.810","0.725","","","25855","","-","-","","","","","Active","-"
="0652IR","HSI-CWIR","358","0.325","0.320","0.355","","0.325","0.315","","","650","","-","-","","","","","Active","-"
="0652IS","HSI-CWIS","358","0.200","0.190","0.215","","0.200","0.190","","","2090","","-","-","","","","","Active","-"
="0652IT","HSI-CWIT","358","0.440","0.400","0.445","","0.440","0.395","","","5021","","-","-","","","","","Active","-"
="0652IU","HSI-CWIU","358","0.735","0.735","0.840","","0.735","0.735","","","20","","-","-","","","","","Active","-"
="0652IV","HSI-CWIV","358","0.000","","0.100","","-","-","","","0","","-","-","","","","","Active","-"
="0652IW","HSI-CWIW","358","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="0652IX","HSI-CWIX","358","0.000","","1.140","","-","-","","","0","","-","-","","","","","Active","-"
="0652IY","HSI-CWIY","358","0.220","0.220","0.255","","0.220","0.220","","","810","","-","-","","","","","Active","-"
="0652IZ","HSI-CWIZ","358","0.255","0.245","0.260","","0.255","0.245","","","1000","","-","-","","","","","Active","-"
="0652KA","HSI-CWKA","358","0.065","0.065","0.075","","0.065","0.065","","","250","","-","-","","","","","Active","-"
="0652KB","HSI-CWKB","358","0.105","0.105","0.135","","0.105","0.105","","","14220","","-","-","","","","","Active","-"
="0652KC","HSI-CWKC","358","0.205","0.195","0.205","","0.210","0.185","","","1595258","","-","-","","","","","Active","-"
="0652KD","HSI-CWKD","358","0.330","0.330","0.380","","0.330","0.330","","","30","","-","-","","","","","Active","-"
="0652KE","HSI-CWKE","358","0.525","0.505","0.545","","0.525","0.505","","","60","","-","-","","","","","Active","-"
="0652KF","HSI-CWKF","358","0.230","0.225","0.230","","0.230","0.220","","","1060","","-","-","","","","","Active","-"
="0652KG","HSI-CWKG","358","0.890","0.880","0.915","","0.890","0.880","","","90","","-","-","","","","","Active","-"
="0652KH","HSI-CWKH","358","","","0.650","","-","-","","","0","","-","-","0%","","","","Active","300"
="0652KI","HSI-CWKI","358","","","0.520","","-","-","","","0","","-","-","0%","","","","Active","300"
="0652KJ","HSI-CWKJ","358","","","0.420","","-","-","","","0","","-","-","0%","","","","Active","300"
="0652KK","HSI-CWKK","358","0.275","0.260","0.275","-0.015","0.275","0.260","0.360","0.265","17268","","50","-","0%","","","","Active","300"
="0652KL","HSI-CWKL","358","","","0.235","","-","-","0.275","0.200","0","","-","-","0%","","","","Active","300"
="0652KM","HSI-CWKM","358","0.250","0.240","0.265","-0.025","0.250","0.235","0.290","0.250","600","","92","-","0%","","","","Active","300"
="0652KN","HSI-CWKN","358","0.405","0.410","0.475","-0.065","0.410","0.395","0.555","0.475","369","","81","-","0%","","","","Active","300"
="0652KO","HSI-CWKO","358","0.720","0.665","0.735","-0.070","0.720","0.655","0.870","0.705","910","","51","-","0%","","","","Active","300"
="0652F6","HSI-PWF6","358","","","0.005","","-","-","0.150","0.005","0","","-","44645","16%","","","","Active","300"
="0652FG","HSI-PWFG","358","0.005","0.005","0.005","-","0.005","0.005","0.485","0.005","4","","100","88500","21%","-0.021","","","Active","300"
="0652FL","HSI-PWFL","358","","","0.005","","-","-","0.430","0.005","0","","-","46070","25%","-0.036","","","Active","300"
="0652H1","HSI-PWH1","358","","","0.050","","-","-","0.220","0.050","0","","-","-","8%","","","","Active","300"
="0652H2","HSI-PWH2","358","","","0.005","","-","-","0.430","0.060","0","","-","27514660","25%","-0.043","","","Active","300"
="0652H3","HSI-PWH3","358","","","0.065","","-","-","0.100","0.065","0","","-","-","0%","","","","Active","300"
="0652H4","HSI-PWH4","358","","","0.005","","-","-","0.810","0.005","0","","-","44184900","17%","-0.071","","","Active","300"
="0652H5","HSI-PWH5","358","","","0.005","","-","-","0.235","0.005","0","","-","247350","17%","","","","Active","300"
="0652H6","HSI-PWH6","358","","","0.010","","-","-","0.195","0.010","0","","-","145320","7%","-0.053","","","Active","300"
="0652H7","HSI-PWH7","358","","","0.010","","-","-","0.100","0.010","0","","-","70300","6%","","","","Active","300"
="0652H8","HSI-PWH8","358","","","0.040","","-","-","0.080","0.025","0","","-","-","0%","","","","Active","300"
="0652H9","HSI-PWH9","358","","","0.030","","-","-","0.160","0.025","0","","-","-","30%","","","","Active","300"
="0652HD","HSI-PWHD","358","","","0.005","","-","-","0.135","0.005","0","","-","97500","18%","-0.017","","","Active","300"
="0652HK","HSI-PWHK","358","0.010","0.010","0.010","-","0.010","0.010","0.125","0.010","1000","","100","69335","15%","-0.033","","","Active","300"
="0652HQ","HSI-PWHQ","358","","","0.015","","-","-","0.035","0.010","0","","-","-","0%","","","","Active","300"
="0652HR","HSI-PWHR","358","","","0.010","","-","-","0.010","0.010","0","","-","-","0%","","","","Active","300"
="0652HW","HSI-PWHW","358","","","0.045","","-","-","0.205","0.040","0","","-","-","24%","","","","Active","300"
="0652HX","HSI-PWHX","358","","","0.020","","-","-","0.475","0.020","0","","-","144160","24%","-0.036","","","Active","300"
="0652HY","HSI-PWHY","358","0.015","0.015","0.015","-","0.015","0.015","0.140","0.010","250","","-","105200","25%","-0.016","","","Active","300"
